"game"|"show"|"date"|"comments"|"first"|"last"|"occupation"|"from"|"final"|"coryat"|"right"|"wrong"|"round1"|"round2"|"round3"
3758|6244|2011-11-10|"2011 Tournament of Champions semifinal game 2."|"Kara"|"Spak"|"Newspaper Reporter"|"Chicago, Illinois"|12|5200|9|6|1600|5200|12
3758|6244|2011-11-10|"2011 Tournament of Champions semifinal game 2."|"Jay"|"Rhee"|"An Oncologist"|"Annapolis, Maryland"|0|10400|19|5|8000|6400|0
3758|6244|2011-11-10|"2011 Tournament of Champions semifinal game 2."|"Buddy"|"Wright"|"An Operations Engineer"|"Fort Worth, Texas"|8799|10800|17|4|3200|10800|8799
3759|6246|2011-11-14|"2011 Tournament of Champions final game 1."|"Buddy"|"Wright"|"An Operations Engineer"|"Fort Worth, Texas"|6000|10600|14|0|3800|11000|6000
3759|6246|2011-11-14|"2011 Tournament of Champions final game 1."|"Tom"|"Nissley"|"Writer"|"Seattle, Washington"|18800|9400|15|1|6200|9400|18800
3759|6246|2011-11-14|"2011 Tournament of Champions final game 1."|"Roger"|"Craig"|"Computer Scientist"|"Newark, Delaware"|50000|19000|24|3|5400|43200|50000
3761|6248|2011-11-16|""|"Will"|"Valverde"|"Fund-Raising Consultant"|"San Francisco, California"|7999|17200|22|1|7600|17200|7999
3761|6248|2011-11-16|""|"Ellen"|"Lewis"|"Retired High School Math Teacher"|"Mount Vernon, New York"|10000|10800|13|3|800|10600|10000
3761|6248|2011-11-16|""|"Emily"|"Gifford"|"Historical Researcher And Writer"|"Middletown, Connecticut"|1|13600|21|4|7000|13200|1
3762|6249|2011-11-17|""|"Glenn"|"Sullivan"|"Psychology Professor"|"Lexington, Virginia"|15601|6800|20|5|6300|8650|15601
3762|6249|2011-11-17|""|"Matt"|"Andelman"|"Family Law Attorney"|"Silver Spring, Maryland"|9400|13400|16|2|5000|13400|9400
3762|6249|2011-11-17|""|"Ellen"|"Lewis"|"Retired High School Math Teacher"|"Mount Vernon, New York"|5600|7800|17|3|5000|7800|5600
3763|6250|2011-11-18|""|"Mellissa"|"Ahmed"|"Legal Editor"|"Ottumwa, Iowa"|800|4400|10|4|2800|400|800
3763|6250|2011-11-18|""|"Morgan"|"Polikoff"|"Professor Of Education Policy Originally"|"Hinsdale, Illinois"|25000|22200|26|0|6600|22200|25000
3763|6250|2011-11-18|""|"Glenn"|"Sullivan"|"Psychology Professor"|"Lexington, Virginia"|13000|9000|14|2|4400|8000|13000
3764|6251|2011-11-21|""|"Caroline"|"Wilkins"|"An Arts Writing University Teacher"|"Silver Spring, Maryland"|1200|10000|10|1|2400|14200|1200
3764|6251|2011-11-21|""|"Francis"|"Lansangan"|"Military Analyst"|"Virginia Beach, Virginia"|28401|23200|28|4|11200|20200|28401
3764|6251|2011-11-21|""|"Morgan"|"Polikoff"|"Professor Of Education Policy Originally"|"Hinsdale, Illinois"|14200|11600|18|1|5600|11600|14200
3765|6252|2011-11-22|""|"Abby"|"Drwecki"|"An Anthropologist"|"Arvada, Colorado"|1001|14200|17|2|3400|14200|1001
3765|6252|2011-11-22|""|"Peter"|"Jury"|"Clothier"|"Ellington, Connecticut"|0|12000|16|2|3200|14000|0
3765|6252|2011-11-22|""|"Francis"|"Lansangan"|"Military Analyst"|"Virginia Beach, Virginia"|11599|16600|24|4|7600|20000|11599
3766|6253|2011-11-23|""|"Katherine"|"Philbin"|"Homemaker"|"Bedford, New Hampshire"|25595|10400|13|2|1600|12800|25595
3766|6253|2011-11-23|""|"Steven"|"Maio"|"Family Law Attorney"|"Corning, New York"|38200|14400|14|1|4000|19200|38200
3766|6253|2011-11-23|""|"Francis"|"Lansangan"|"Military Analyst"|"Virginia Beach, Virginia"|38401|21200|31|2|12200|23400|38401
3767|6255|2011-11-25|""|"James"|"Ruchala"|"An Ethnomusicologist"|"Ararat, North Carolina"|18000|16600|22|1|8400|17600|18000
3767|6255|2011-11-25|""|"Kendra"|"Anspaugh"|"Community College Instructor"|"New Orleans, Louisiana"|34300|22600|24|4|6600|34800|34300
3767|6255|2011-11-25|""|"Ann"|"Thurlow"|"An Aspiring Novelist And Retired Salesperson"|"Mendham, New Jersey"|1600|1600|12|6|3200|1600|1600
3768|6254|2011-11-24|""|"Ann"|"Thurlow"|"An Aspiring Novelist And Retired Salesperson"|"Mendham, New Jersey"|26805|10400|14|3|600|17600|26805
3768|6254|2011-11-24|""|"Sean"|"Mcguire"|"An Automotive Service Advisor"|"Plainville, Massachusetts"|13999|7000|14|3|3400|7000|13999
3768|6254|2011-11-24|""|"Francis"|"Lansangan"|"Military Analyst"|"Virginia Beach, Virginia"|26799|13400|22|6|5400|13400|26799
3769|6256|2011-11-28|""|"Patti"|"Clements"|"An Attorney"|"Audubon, Pennsylvania"|10399|10200|15|3|2600|5200|10399
3769|6256|2011-11-28|""|"Clayton"|"Hanson"|"Park Ranger"|"Spokane, Washington"|10401|7600|10|3|2000|7600|10401
3769|6256|2011-11-28|""|"Kendra"|"Anspaugh"|"Community College Instructor"|"New Orleans, Louisiana"|27000|23000|29|0|11000|22800|27000
3770|6257|2011-11-29|""|"Mary"|"Redling"|"An Operations Manager"|"Huntington, West Virginia"|5400|15000|19|3|2600|15400|5400
3770|6257|2011-11-29|""|"Kiran"|"Kedlaya"|"Math Professor Originally"|"Boston, Massachusetts"|30801|17800|24|1|7800|17800|30801
3770|6257|2011-11-29|""|"Kendra"|"Anspaugh"|"Community College Instructor"|"New Orleans, Louisiana"|19600|9400|13|2|5400|9800|19600
3771|6258|2011-11-30|""|"Tim"|"Gray"|"Law Student Originally"|"Alexandria, Virginia"|0|11400|17|1|5800|11400|0
3771|6258|2011-11-30|""|"Jan"|"Zasowski"|"Stock Trader"|"Chicago, Illinois"|26801|12600|13|2|1800|22200|26801
3771|6258|2011-11-30|""|"Kiran"|"Kedlaya"|"Math Professor Originally"|"Boston, Massachusetts"|3400|16600|23|2|3800|13400|3400
3772|6260|2011-12-02|""|"Suzanne"|"Judson-Whitehouse"|"An Education Program Director"|"Greenfield, Massachusetts"|3400|7600|10|1|2200|7400|3400
3772|6260|2011-12-02|""|"Bhibha"|"Das"|"Postdoctoral Research Associate Originally"|"MT. Zion, Illinois"|20201|11000|20|5|6200|11000|20201
3772|6260|2011-12-02|""|"Jan"|"Zasowski"|"Stock Trader"|"Chicago, Illinois"|18394|12600|19|4|2600|9200|18394
3773|6259|2011-12-01|""|"Gillian"|"Dipietro"|"Law Student"|"Brooklyn, New York"|3|10000|12|6|400|7000|3
3773|6259|2011-12-01|""|"Logan"|"Schultz"|"Bank Examiner"|"Lexington, Kentucky"|3498|6200|15|4|1800|8800|3498
3773|6259|2011-12-01|""|"Jan"|"Zasowski"|"Stock Trader"|"Chicago, Illinois"|19800|19800|22|2|6400|18800|19800
3774|6261|2011-12-05|""|"Brendan"|"Barnwell"|"Grad Student And Tutor"|"Santa Barbara, California"|15122|11000|17|2|5000|8000|15122
3774|6261|2011-12-05|""|"Scott"|"Russell"|"University Chaplain"|"Blacksburg, Virginia"|5100|2600|10|5|1400|2600|5100
3774|6261|2011-12-05|""|"Bhibha"|"Das"|"Postdoctoral Research Associate Originally"|"MT. Zion, Illinois"|21179|15000|18|3|2400|19200|21179
3775|6262|2011-12-06|""|"Julia"|"Kozicki"|"An Attorney"|"Noblesville, Indiana"|28401|15800|16|1|4400|16000|28401
3775|6262|2011-12-06|""|"Rich"|"Beimer"|"Writer And Actor"|"Clarksville, Tennessee"|6000|21800|29|3|5400|14200|6000
3775|6262|2011-12-06|""|"Bhibha"|"Das"|"Postdoctoral Research Associate Originally"|"MT. Zion, Illinois"|3000|3000|8|2|600|3000|3000
3776|1177|1989-10-17|"Ed Toutant game 1."|"Patty"|"Meagher"|"Waitress"|"Chicago, Illinois"|0|5700|15|3|1900|5700|0
3776|1177|1989-10-17|"Ed Toutant game 1."|"Ed"|"Toutant"|"An Engineer"|"Austin, Texas"|11401|4900|20|5|1600|5800|11401
3776|1177|1989-10-17|"Ed Toutant game 1."|"Stacie"|"Macias"|"Homemaker"|"Lake Elsinore, California"|3300|3300|10|3|300|3300|3300
3777|6263|2011-12-07|""|"Jennifer"|"Bernstein"|"Social Worker"|"ST. Louis, Missouri"|1|9600|14|2|3800|8600|1
3777|6263|2011-12-07|""|"Tony"|"Hightower"|"An Event Planner"|"Astoria, New York"|21300|14600|23|2|7400|11600|21300
3777|6263|2011-12-07|""|"Julia"|"Kozicki"|"An Attorney"|"Noblesville, Indiana"|600|6800|13|5|2400|10600|600
3778|6264|2011-12-08|""|"Dan"|"Kull"|"U.S. Army Captain"|"Colorado Springs, Colorado"|870|6200|9|5|1400|1700|870
3778|6264|2011-12-08|""|"William"|"Castañeda"|"Human Resources Professional"|"San Francisco, California"|9400|15600|22|3|8200|17400|9400
3778|6264|2011-12-08|""|"Tony"|"Hightower"|"An Event Planner"|"Astoria, New York"|7600|12600|20|3|5800|12600|7600
3779|6265|2011-12-09|""|"Nicole"|"Willson"|"Web Designer"|"Centerville, Virginia"|5999|15000|16|1|4600|15800|5999
3779|6265|2011-12-09|""|"Drew"|"Bayers"|"Music Supervisor Originally"|"Milford, Connecticut"|19200|12800|15|2|800|12800|19200
3779|6265|2011-12-09|""|"William"|"Castañeda"|"Human Resources Professional"|"San Francisco, California"|0|13600|21|3|9200|15200|0
3780|6266|2011-12-12|"Alex returns to conducting contestant interviews from near contestant lecterns."|"Chuck"|"Rezac"|"Cattle Ranch Hand"|"Emmett, Kansas"|25200|13200|16|2|2400|13600|25200
3780|6266|2011-12-12|"Alex returns to conducting contestant interviews from near contestant lecterns."|"Ellen"|"Tabor"|"Psychiatrist"|"New York, New York"|10000|10000|16|1|5200|10000|10000
3780|6266|2011-12-12|"Alex returns to conducting contestant interviews from near contestant lecterns."|"Drew"|"Bayers"|"Music Supervisor Originally"|"Milford, Connecticut"|23200|12800|18|1|5200|11600|23200
3781|6267|2011-12-13|""|"Boomie"|"Aglietti"|"Writer For Tv And Stage"|"Los Angeles, California"|34399|26400|29|3|6400|25600|34399
3781|6267|2011-12-13|""|"Gina"|"Bernal"|"Romance Novel Editor"|"Cambridge, Massachusetts"|0|8400|13|2|5200|8400|0
3781|6267|2011-12-13|""|"Chuck"|"Rezac"|"Cattle Ranch Hand"|"Emmett, Kansas"|63|1400|9|4|4000|2000|63
3782|6268|2011-12-14|"84-year-old Tampa native Shirley Smallwood attends the taping thanks to Jeremy Bloom's Wish of a Lifetime Foundation."|"Matt"|"Harriss"|"Tire And Lube Technician"|"Clemson, South Carolina"|3199|7200|14|4|4400|7200|3199
3782|6268|2011-12-14|"84-year-old Tampa native Shirley Smallwood attends the taping thanks to Jeremy Bloom's Wish of a Lifetime Foundation."|"Jennifer"|"Hills"|"Librarian"|"Twin Falls, Idaho"|8600|5000|12|4|2400|5600|8600
3782|6268|2011-12-14|"84-year-old Tampa native Shirley Smallwood attends the taping thanks to Jeremy Bloom's Wish of a Lifetime Foundation."|"Boomie"|"Aglietti"|"Writer For Tv And Stage"|"Los Angeles, California"|24400|20800|24|3|1600|22200|24400
3783|6269|2011-12-15|"Alex's wife Jean, 91-year-old mother Lucille, and cousin Dolores from Florida featured in the audience."|"Beth"|"Watkins"|"Graduate Student Of Medieval Studies"|"Savannah, Georgia"|37200|18800|20|1|4800|18600|37200
3783|6269|2011-12-15|"Alex's wife Jean, 91-year-old mother Lucille, and cousin Dolores from Florida featured in the audience."|"Silas"|"Crawford"|"An Attorney"|"Jacksonville, Florida"|16600|8600|13|2|3400|8600|16600
3783|6269|2011-12-15|"Alex's wife Jean, 91-year-old mother Lucille, and cousin Dolores from Florida featured in the audience."|"Boomie"|"Aglietti"|"Writer For Tv And Stage"|"Los Angeles, California"|0|18400|22|1|7000|18600|0
3784|6270|2011-12-16|"Jason Keller game 1. Alex acknowledges a 102-year-old woman (and Jeopardy! fan) in the audience."|"Leslie"|"Hamilton"|"Teacher And Swim Coach"|"Erlanger, Kentucky"|6558|13400|17|1|4600|13800|6558
3784|6270|2011-12-16|"Jason Keller game 1. Alex acknowledges a 102-year-old woman (and Jeopardy! fan) in the audience."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|28200|19000|24|2|7000|20200|28200
3784|6270|2011-12-16|"Jason Keller game 1. Alex acknowledges a 102-year-old woman (and Jeopardy! fan) in the audience."|"Beth"|"Watkins"|"Graduate Student Of Medieval Studies"|"Savannah, Georgia"|0|3000|8|3|3800|3000|0
3785|1908|1992-12-16|""|"Harry"|"Koga"|"Student Affairs Assistant"|"Berkeley, California"|9600|4800|15|5|800|4800|9600
3785|1908|1992-12-16|""|"Carroll"|"Savage"|"Software Support Technician"|"West Hills, California"|1599|2800|15|7|1000|1300|1599
3785|1908|1992-12-16|""|"Sheryl"|"Stein"|"Program Analyst"|"Arlington, Virginia"|7599|8000|22|3|2400|8600|7599
3786|6271|2011-12-19|"Jason Keller game 2."|"Derek"|"Schuld"|"Chef"|"Wisconsin Dells, Wisconsin"|0|8200|6|0|1800|8200|0
3786|6271|2011-12-19|"Jason Keller game 2."|"Kathleen"|"Schultz"|"An Assistant To The Principal"|"Portland, Oregon"|16500|21200|23|3|4400|19200|16500
3786|6271|2011-12-19|"Jason Keller game 2."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|16600|21200|29|0|9200|27600|16600
3787|6272|2011-12-20|"Jason Keller game 3."|"Doug"|"Davies"|"An Investment Consultant"|"Monrovia, California"|12201|7600|13|2|2800|7600|12201
3787|6272|2011-12-20|"Jason Keller game 3."|"Karen"|"Hedlund"|"Nursing Tutor"|"Brooklyn, New York"|6100|10400|15|3|3800|6100|6100
3787|6272|2011-12-20|"Jason Keller game 3."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|25000|22600|25|3|6200|22600|25000
3788|6273|2011-12-21|"Jason Keller game 4."|"Janemarie"|"Cloutier"|"School Librarian"|"Langhorne, Pennsylvania"|799|14000|19|2|6000|20200|799
3788|6273|2011-12-21|"Jason Keller game 4."|"Drew"|"Tompkins"|"Legal Software Consultant Originally"|"Montgomery, Alabama"|6800|6800|10|4|1600|6800|6800
3788|6273|2011-12-21|"Jason Keller game 4."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|25000|19600|26|2|8600|19800|25000
3789|6274|2011-12-22|"Jason Keller game 5."|"Isaac"|"Patterson"|"Grocer"|"Seattle, Washington"|-1000|-1000|9|5|1400|1000|1000
3789|6274|2011-12-22|"Jason Keller game 5."|"Niall"|"Prendergast"|"Medical Student Originally"|"Norwich, Vermont"|22201|13200|16|1|4400|16000|22201
3789|6274|2011-12-22|"Jason Keller game 5."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|32200|24000|26|4|6600|22200|32200
3790|6275|2011-12-23|"Jason Keller game 6."|"Erin"|"Arlow"|"Stay-At-Home Mom"|"Portland, Oregon"|399|1800|8|3|3400|1800|399
3790|6275|2011-12-23|"Jason Keller game 6."|"Sara"|"Plant"|"Travel Specialist"|"Redondo Beach, California"|3600|3200|8|3|800|3200|3600
3790|6275|2011-12-23|"Jason Keller game 6."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|20000|20400|28|6|4800|17000|20000
3791|6276|2011-12-26|"Jason Keller game 7."|"Jack"|"Mcclintock"|"Graduate Student Of Aerospace Engineering"|"Westford, Vermont"|4000|11600|15|1|4400|18400|4000
3791|6276|2011-12-26|"Jason Keller game 7."|"Andrea"|"Bornschlegel"|"Corporate Controller"|"Mountain View, California"|400|7400|8|1|1400|7400|400
3791|6276|2011-12-26|"Jason Keller game 7."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|36900|20600|27|0|11600|22400|36900
3792|6277|2011-12-27|"Jason Keller game 8."|"Andrew"|"Robinson"|"Graduate Student Of International Science And Technology Policy"|"Washington, D.C."|2|8400|12|3|2400|3200|2
3792|6277|2011-12-27|"Jason Keller game 8."|"Bill"|"Moreau"|"An Elementary School Teacher"|"Woodbridge, Ontario"|1|8200|15|2|3400|6200|1
3792|6277|2011-12-27|"Jason Keller game 8."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|18200|16000|22|2|6400|18200|18200
3793|6278|2011-12-28|"Jason Keller game 9."|"Lesley"|"Tsina"|"Comedy Writer"|"Los Angeles, California"|5198|2600|10|2|4200|2600|5198
3793|6278|2011-12-28|"Jason Keller game 9."|"Patrick"|"Rostock"|"Fulfillment Manager"|"Fort Lauderdale, Florida"|5101|20200|20|0|7400|21600|5101
3793|6278|2011-12-28|"Jason Keller game 9."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|11800|14800|22|3|3800|18400|11800
3794|1178|1989-10-18|"Ed Toutant game 2."|"Charley"|"Horan"|"Photographic Representative"|"Manhattan Beach, California"|11601|6400|22|4|3600|7400|11601
3794|1178|1989-10-18|"Ed Toutant game 2."|"John"|"Kirk"|"Yogurt Franchise Operator Originally"|"Hong Kong"|6000|6100|15|4|900|5800|6000
3794|1178|1989-10-18|"Ed Toutant game 2."|"Ed"|"Toutant"|"An Engineer"|"Austin, Texas"|7400|4800|14|2|1900|5300|7400
3795|6280|2011-12-30|"Dave Leach game 2."|"Tom"|"Vanderbilt"|"Writer"|"Brooklyn, New York"|0|4600|10|3|3800|400|0
3795|6280|2011-12-30|"Dave Leach game 2."|"Lisa"|"Spardel-Krol"|"An Educational Marketer"|"Watertown, Massachusetts"|1790|2800|5|2|200|1800|1790
3795|6280|2011-12-30|"Dave Leach game 2."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|19084|18000|27|3|9200|19800|19084
3796|6279|2011-12-29|"Jason Keller game 10. Dave Leach game 1."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|15599|18000|19|3|5800|19000|15599
3796|6279|2011-12-29|"Jason Keller game 10. Dave Leach game 1."|"Jennifer"|"Green"|"University Librarian"|"Paris, Tennessee"|2|9800|16|4|2200|11200|2
3796|6279|2011-12-29|"Jason Keller game 10. Dave Leach game 1."|"Jason"|"Keller"|"Tutor"|"Highland Park, New Jersey"|1800|11800|17|2|3000|8800|1800
3797|6281|2012-01-02|"Dave Leach game 3."|"Elizabeth"|"Weichel"|"Museum Collection Specialist"|"Raleigh, North Carolina"|4000|7000|8|2|1000|7000|4000
3797|6281|2012-01-02|"Dave Leach game 3."|"Art"|"Hilliker"|"Steel Mill Systems Repairman"|"Irwin, Pennsylvania"|100|13000|18|0|7000|13000|100
3797|6281|2012-01-02|"Dave Leach game 3."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|14001|16800|24|4|5600|11900|14001
3798|6282|2012-01-03|"Dave Leach game 4."|"Nicholas"|"Campiz"|"Graduate Student In Geography"|"Gainesville, Florida"|12200|16000|25|4|4400|12200|12200
3798|6282|2012-01-03|"Dave Leach game 4."|"Sally"|"Sommers Smith"|"Biology Professor"|"Kennebunk, Maine"|9500|5000|9|3|2200|5000|9500
3798|6282|2012-01-03|"Dave Leach game 4."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|12200|6800|15|7|0|6100|12200
3799|6283|2012-01-04|"Dave Leach game 5."|"Jaldhar"|"Vyas"|"Software Developer And Hindu Priest"|"Jersey City, New Jersey"|1200|3800|14|5|5200|5600|1200
3799|6283|2012-01-04|"Dave Leach game 5."|"Nicholas"|"Campiz"|"Graduate Student In Geography"|"Gainesville, Florida"|4000|5000|5|1|1800|5000|4000
3799|6283|2012-01-04|"Dave Leach game 5."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|17170|18800|28|1|7200|19100|17170
3800|6284|2012-01-05|"Dave Leach game 6."|"Amy"|"Ludwig"|"Copywriter"|"Los Angeles, California"|16200|11000|13|4|4500|8700|16200
3800|6284|2012-01-05|"Dave Leach game 6."|"Mark"|"Rupp"|"Stay-At-Home Dad"|"Indianapolis, Indiana"|2000|9000|11|2|600|9000|2000
3800|6284|2012-01-05|"Dave Leach game 6."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|20000|23200|32|4|9200|19200|20000
3801|6285|2012-01-06|"Dave Leach game 7. Dan McShane game 1."|"Dan"|"Mcshane"|"Baseball Game Logger"|"West Islip, New York"|18801|17000|19|2|5800|14400|18801
3801|6285|2012-01-06|"Dave Leach game 7. Dan McShane game 1."|"Molly"|"Dahlberg"|"Tutor And Opera Singer"|"Baton Rouge, Louisiana"|800|6800|15|3|4000|6800|800
3801|6285|2012-01-06|"Dave Leach game 7. Dan McShane game 1."|"Dave"|"Leach"|"Software Analyst"|"Atlanta, Georgia"|14401|14200|19|5|2300|9400|14401
3802|6286|2012-01-09|"Dan McShane game 2."|"Julie"|"Podlesni"|"Law Clerk For A Federal Judge"|"Chattanooga, Tennessee"|1602|13600|18|3|5400|13400|1602
3802|6286|2012-01-09|"Dan McShane game 2."|"Sean"|"Norris"|"Hockey Arena Announcer"|"Portland, Oregon"|844|800|7|3|400|800|844
3802|6286|2012-01-09|"Dan McShane game 2."|"Dan"|"Mcshane"|"Baseball Game Logger"|"West Islip, New York"|5599|17800|20|6|2200|16200|5599
3803|6287|2012-01-10|"Dan McShane game 3."|"Jennifer"|"Osorio"|"Librarian"|"Huntington Beach, California"|14399|7200|9|2|3200|7200|14399
3803|6287|2012-01-10|"Dan McShane game 3."|"Bryan"|"Barnett"|"Military Charter Flight Attendant"|"Potomac Falls, Virginia"|0|5200|13|3|2400|8000|0
3803|6287|2012-01-10|"Dan McShane game 3."|"Dan"|"Mcshane"|"Baseball Game Logger"|"West Islip, New York"|16001|10600|22|5|7200|10800|16001
3804|6288|2012-01-11|"Dan McShane game 4."|"Vinayak"|"Thiagarajan"|"Strategy Consultant"|"Chicago, Illinois"|599|8200|14|3|5000|3200|599
3804|6288|2012-01-11|"Dan McShane game 4."|"Katy"|"Stigers"|"College Soccer Coach"|"Bristol, Tennessee"|3200|5800|9|3|2200|5800|3200
3804|6288|2012-01-11|"Dan McShane game 4."|"Dan"|"Mcshane"|"Baseball Game Logger"|"West Islip, New York"|21600|23000|30|3|7200|25800|21600
3805|6290|2012-01-13|""|"Preston"|"Nicholson"|"Pre-Law Program Director And Attorney Originally"|"Hominy, Oklahoma"|7399|14200|16|0|3000|14800|7399
3805|6290|2012-01-13|""|"Cindy"|"Conaway"|"Professor Of Media Studies"|"Saratoga Springs, New York"|6100|14600|16|2|3000|11100|6100
3805|6290|2012-01-13|""|"Brandon"|"Libby"|"An Actor And Phillie Phanstormer"|"Mount Ephraim, New Jersey"|12400|6200|14|5|1800|6200|12400
3806|6291|2012-01-16|""|"Mike"|"Hatch"|"Men's Clothing Sales Associate"|"Gainesville, Georgia"|1650|1200|14|8|1200|1100|1650
3806|6291|2012-01-16|""|"Betsy"|"Schroeder"|"Graduate Student Of Veterinary Medicine"|"Blacksburg, Virginia"|12200|11200|20|5|7600|9200|12200
3806|6291|2012-01-16|""|"Brandon"|"Libby"|"An Actor And Phillie Phanstormer"|"Mount Ephraim, New Jersey"|0|1000|6|4|1800|1000|0
3807|6289|2012-01-12|"Dan McShane game 5."|"Stephanie"|"Walker"|"Museum Archivist"|"Richmond Heights, Ohio"|400|11600|17|4|7200|13400|400
3807|6289|2012-01-12|"Dan McShane game 5."|"Brandon"|"Libby"|"An Actor And Phillie Phanstormer"|"Mount Ephraim, New Jersey"|19200|10200|11|0|1800|11200|19200
3807|6289|2012-01-12|"Dan McShane game 5."|"Dan"|"Mcshane"|"Baseball Game Logger"|"West Islip, New York"|9999|18800|26|3|4800|18800|9999
